anonID,eProfileClass,fuelTypes,ACORN_Category,ACORN_Group,ACORN_Type,ACORN_Code,ACORN_Description,NUTS4,LACode,NUTS1,gspGroup,LDZ,Elec_Tout,Gas_Tout
14126,1,Dual,5,O,50,"5 ,O ,50","Single elderly people, council flats",--,--,UKL,_K,WS,1,1
14128,1,ElecOnly,5,N,44,"5 ,N ,44","Low income larger families, semis",--,--,UKF,_B,--,0,0
14129,2,Dual,3,H,27,"3 ,H ,27","Middle income, home owning areas",--,--,UKG,_B,WM,0,0
14130,1,Dual,3,H,28,"3 ,H ,28",Working families with mortgages,UKJ2308,43UJ,UKJ,_H,SO,1,1
14131,1,Dual,1,C,9,"1 ,C ,9","Older families, prosperous suburbs",UKG3200,00CT,UKG,_E,WM,0,0
14132,1,ElecOnly,4,L,39,"4 ,L ,39","Skilled older families, terraces",UKJ3301,24UB,UKJ,_H,--,0,0
14133,1,Dual,4,L,40,"4 ,L ,40",Young working families,--,--,UKJ,_J,SE,0,0
14134,2,ElecOnly,5,N,47,"5 ,N ,47","Low income families, terraced estates",--,--,UKF,_B,--,0,0
14135,1,ElecOnly,1,A,1,"1 ,A ,1","Wealthy mature professionals, large houses",UKJ3301,24UB,UKJ,_H,--,0,0
14136,1,ElecOnly,1,B,5,"1 ,B ,5",Older affluent professionals,,--,UKM,_P,--,0,0
14137,1,ElecOnly,4,M,42,"4 ,M ,42","Home owning families, terraces",UKL1604,00PK,UKL,_K,WS,1,0
14138,2,Dual,1,B,8,"1 ,B ,8","Mature couples, smaller detached homes",UKF1304,17UG,UKF,_B,EM,0,0
14140,1,Dual,4,M,41,"4 ,M ,41","Skilled workers, semis and terraces",UKL2103,00PP,UKL,_K,WS,1,1
14141,1,Dual,3,I,34,"3 ,I ,34","Lower incomes, older people, semis",UKG3401,00CR,UKG,_E,WM,0,0
14142,1,ElecOnly,5,N,45,"5 ,N ,45","Low income, older people, smaller semis",--,--,--,--,--,0,0
14143,1,ElecOnly,3,G,25,"3 ,G ,25","White-collar singles/sharers, terraces",UKF2202,31UC,UKF,_B,--,0,0
14144,2,ElecOnly,1,C,11,"1 ,C ,11","Well-off managers, detached houses",UKG2408,41UK,UKG,_B,--,0,0
14145,1,ElecOnly,1,A,1,"1 ,A ,1","Wealthy mature professionals, large houses",UKJ3302,24UC,UKJ,_H,--,1,0
14146,1,ElecOnly,3,J,35,"3 ,J ,35","Elderly singles, purpose built flats",--,--,UKI,--,--,0,0
14147,1,Dual,3,J,36,"3 ,J ,36","Older people, flats",UKM3800,00RF,UKM,_N,SC,0,0
14148,1,Dual,3,I,32,"3 ,I ,32",Retired home owners,--,--,UKF,_B,EM,0,0
14149,1,ElecOnly,3,J,36,"3 ,J ,36","Older people, flats",--,--,UKJ,_J,SE,1,0
14150,1,Dual,1,C,9,"1 ,C ,9","Older families, prosperous suburbs",UKM2102,00QJ,UKM,_P,SC,0,0
14151,1,Dual,3,H,29,"3 ,H ,29",Mature families in suburban semis,UKJ3301,24UB,UKJ,_H,SO,1,1
14152,1,Dual,1,C,10,"1 ,C ,10",Well-off working families with mortgages,UKM2101,00QC,UKM,_P,SC,1,0
14153,2,Dual,5,N,45,"5 ,N ,45","Low income, older people, smaller semis",UKF1400,00FY,UKF,_B,EM,0,0
14154,1,ElecOnly,5,N,44,"5 ,N ,44","Low income larger families, semis",UKF1502,37UC,UKF,_B,--,0,0
14155,2,ElecOnly,1,B,8,"1 ,B ,8","Mature couples, smaller detached homes",--,--,UKF,_B,--,0,0
14156,1,Dual,2,D,14,"2 ,D ,14",Older professionals in suburban houses and apartments,--,--,--,--,--,1,1
14157,1,ElecOnly,4,M,43,"4 ,M ,43","Older people, rented terraces",--,--,UKM,_P,--,0,0
14158,1,Dual,4,L,40,"4 ,L ,40",Young working families,--,--,UKF,_B,EM,0,0
14159,1,ElecOnly,1,A,3,"1 ,A ,3",Villages with wealthy commuters,--,--,UKJ,_J,SE,0,0
14160,1,ElecOnly,3,H,27,"3 ,H ,27","Middle income, home owning areas",UKM2101,00QC,UKM,_P,--,1,0
14161,2,Dual,1,A,2,"1 ,A ,2",Wealthy working families with mortgages,UKF1304,17UG,UKF,_B,EM,0,0
14162,1,Dual,4,L,40,"4 ,L ,40",Young working families,UKM2101,00QC,UKM,_P,SC,1,1
14163,2,ElecOnly,1,B,5,"1 ,B ,5",Older affluent professionals,UKF1603,37UJ,UKF,_B,--,0,0
14164,1,ElecOnly,3,H,27,"3 ,H ,27","Middle income, home owning areas",UKF2304,34UE,UKF,_B,--,0,0
14165,1,ElecOnly,3,H,30,"3 ,H ,30",Established home owning workers,--,--,UKG,_B,--,0,0
14166,1,ElecOnly,1,A,2,"1 ,A ,2",Wealthy working families with mortgages,UKJ3301,24UB,UKJ,_H,--,1,0
14167,1,ElecOnly,1,C,11,"1 ,C ,11","Well-off managers, detached houses",UKL1503,00PF,UKL,_K,--,0,0
14168,1,Dual,4,M,42,"4 ,M ,42","Home owning families, terraces",UKL1503,00PF,UKL,_K,WS,1,1
14169,1,Dual,3,J,36,"3 ,J ,36","Older people, flats",UKM2101,00QC,UKM,_P,SC,0,0
14170,2,Dual,1,C,10,"1 ,C ,10",Well-off working families with mortgages,UKF1504,37UG,UKF,_B,EM,0,0
14171,1,ElecOnly,1,A,4,"1 ,A ,4","Well-off managers, larger houses",--,--,UKL,_K,--,1,0
14172,2,Dual,1,A,3,"1 ,A ,3",Villages with wealthy commuters,UKF2202,31UC,UKF,_B,EM,0,0
14173,2,ElecOnly,3,J,35,"3 ,J ,35","Elderly singles, purpose built flats",--,--,--,--,--,0,0
14174,1,Dual,4,L,39,"4 ,L ,39","Skilled older families, terraces",--,--,--,--,--,0,0
14175,1,Dual,3,J,36,"3 ,J ,36","Older people, flats",UKJ2310,43UL,UKJ,_H,--,0,0
14177,1,Dual,5,O,51,"5 ,O ,51","Single parents and pensioners, council terraces",UKF1400,00FY,UKF,_B,EM,0,0
14178,1,ElecOnly,5,N,46,"5 ,N ,46","Low income, routine jobs, terraces and flats",UKM2701,00RB,UKM,_P,--,0,0
14179,1,ElecOnly,2,F,21,"2 ,F ,21","Singles and sharers, multi-ethnic areas",--,--,--,--,--,0,0
14180,1,ElecOnly,4,M,43,"4 ,M ,43","Older people, rented terraces",UKL2104,00PR,UKL,_K,--,1,0
14181,2,Dual,5,N,45,"5 ,N ,45","Low income, older people, smaller semis",UKF1201,17UC,UKF,_B,EM,0,0
14182,2,Dual,5,N,45,"5 ,N ,45","Low income, older people, smaller semis",--,--,UKG,_B,WM,0,0
14183,1,Dual,5,N,49,"5 ,N ,49","Large families and single parents, many children",--,--,UKF,_B,EM,0,0
14184,1,ElecOnly,1,B,7,"1 ,B ,7","Old people, detached homes",UKJ3302,24UC,UKJ,_H,--,1,0
14185,1,ElecOnly,1,A,4,"1 ,A ,4","Well-off managers, larger houses",UKJ2310,43UL,UKJ,_H,--,0,0
14186,1,Dual,5,N,47,"5 ,N ,47","Low income families, terraced estates",UKM3800,00RF,UKM,_N,SC,1,1
14187,1,ElecOnly,5,O,51,"5 ,O ,51","Single parents and pensioners, council terraces",--,--,UKM,--,--,1,0
14188,1,ElecOnly,3,G,24,"3 ,G ,24","Young couples, flats and terraces",--,--,UKJ,_H,--,1,0
14189,1,Dual,1,B,7,"1 ,B ,7","Old people, detached homes",UKF1602,37UE,UKF,_B,EM,0,0
14190,2,Dual,1,A,2,"1 ,A ,2",Wealthy working families with mortgages,UKG1301,44UB,UKG,_B,WM,0,0
14191,2,Dual,3,H,30,"3 ,H ,30",Established home owning workers,UKF3003,32UD,UKF,_B,EM,0,0
14192,1,ElecOnly,5,N,45,"5 ,N ,45","Low income, older people, smaller semis",UKF1100,00FK,UKF,_B,--,0,0
14193,1,Dual,5,N,44,"5 ,N ,44","Low income larger families, semis",UKM2102,00QJ,UKM,_P,SC,0,0
14194,1,Dual,3,H,26,"3 ,H ,26",Younger white-collar couples with mortgages,UKM3800,00RF,UKM,_N,SC,0,0
14195,1,Dual,3,H,28,"3 ,H ,28",Working families with mortgages,UKM3800,00RF,UKM,_N,SC,0,0
14196,1,ElecOnly,1,B,6,"1 ,B ,6",Farming communities,UKM2701,00RB,UKM,_P,--,1,0
14197,1,Dual,1,A,4,"1 ,A ,4","Well-off managers, larger houses",UKJ3301,24UB,UKJ,_H,SO,1,1
14198,1,Dual,1,C,10,"1 ,C ,10",Well-off working families with mortgages,UKM3800,00RF,UKM,_N,SC,0,0
14200,1,ElecOnly,2,D,14,"2 ,D ,14",Older professionals in suburban houses and apartments,UKJ2310,43UL,UKJ,_H,--,1,0
14201,1,Dual,3,I,33,"3 ,I ,33","Middle income, older couples",--,--,UKJ,_J,SE,0,0
14202,1,Dual,3,H,30,"3 ,H ,30",Established home owning workers,--,--,UKJ,_J,SE,0,0
14203,2,Dual,3,H,28,"3 ,H ,28",Working families with mortgages,UKG1302,44UC,UKG,_B,WM,0,0
14204,2,Dual,1,C,11,"1 ,C ,11","Well-off managers, detached houses",--,--,UKF,_B,EM,0,0
14205,1,Dual,4,M,42,"4 ,M ,42","Home owning families, terraces",UKM3800,00RF,UKM,_N,SC,0,0
14206,1,Dual,5,P,53,"5 ,P ,53","Old people, many high-rise flats",UKM2102,00QJ,UKM,_P,SC,1,1
14208,2,ElecOnly,3,I,33,"3 ,I ,33","Middle income, older couples",--,--,--,_B,--,0,0
14209,2,Dual,3,I,32,"3 ,I ,32",Retired home owners,UKF2202,31UC,UKF,_B,EM,0,0
14210,1,Dual,1,A,4,"1 ,A ,4","Well-off managers, larger houses",UKJ3306,24UG,UKJ,_H,SO,1,1
14211,1,ElecOnly,5,N,48,"5 ,N ,48","Families and single parents, semis and terraces",--,--,UKM,_P,--,1,0
14212,1,ElecOnly,3,H,27,"3 ,H ,27","Middle income, home owning areas",UKJ3310,24UL,UKJ,_H,--,0,0
14213,1,ElecOnly,1,A,1,"1 ,A ,1","Wealthy mature professionals, large houses",UKJ2308,43UJ,UKJ,_H,--,0,0
14214,2,Dual,3,H,30,"3 ,H ,30",Established home owning workers,UKG2408,41UK,UKG,_B,WM,0,0
14215,1,ElecOnly,5,O,50,"5 ,O ,50","Single elderly people, council flats",UKL1604,00PK,UKL,_K,--,1,0
14216,1,Dual,2,F,22,"2 ,F ,22","Low income singles, small rented flats",UKJ2303,43UD,UKJ,_H,SO,1,0
14217,1,ElecOnly,3,I,33,"3 ,I ,33","Middle income, older couples",UKF2205,31UG,UKF,_B,--,0,0
14218,1,ElecOnly,5,P,53,"5 ,P ,53","Old people, many high-rise flats",UKM2102,00QJ,UKM,_P,--,0,0
14219,1,Dual,5,P,54,"5 ,P ,54","Singles and single parents, high-rise estates",UKM2102,00QJ,UKM,_P,SC,0,0
14220,2,Dual,3,I,33,"3 ,I ,33","Middle income, older couples",UKF1501,37UB,UKF,_B,EM,0,0
14221,1,Dual,1,B,8,"1 ,B ,8","Mature couples, smaller detached homes",--,--,UKJ,_J,SE,0,0
14222,1,ElecOnly,1,A,3,"1 ,A ,3",Villages with wealthy commuters,UKJ3302,24UC,UKJ,_H,--,1,0
14223,1,ElecOnly,3,G,25,"3 ,G ,25","White-collar singles/sharers, terraces",--,--,UKL,_K,--,0,0
14224,2,Dual,1,A,4,"1 ,A ,4","Well-off managers, larger houses",UKF1603,37UJ,UKF,_B,EM,0,0
14225,1,ElecOnly,5,O,50,"5 ,O ,50","Single elderly people, council flats",UKM2101,00QC,UKM,_P,--,0,0
14226,1,ElecOnly,5,N,44,"5 ,N ,44","Low income larger families, semis",--,--,UKF,_B,--,0,0
14227,1,ElecOnly,3,I,34,"3 ,I ,34","Lower incomes, older people, semis",UKG2402,41UC,UKG,_B,--,0,0
14228,1,ElecOnly,2,F,21,"2 ,F ,21","Singles and sharers, multi-ethnic areas",UKI2202,00AH,UKI,_J,SE,0,0
14229,1,Dual,1,B,7,"1 ,B ,7","Old people, detached homes",--,--,UKF,_B,EM,0,0
14230,2,ElecOnly,3,H,30,"3 ,H ,30",Established home owning workers,--,--,UKF,_B,--,0,0
14231,1,Dual,1,A,4,"1 ,A ,4","Well-off managers, larger houses",UKJ3302,24UC,UKJ,_H,SO,0,0
14232,1,Dual,3,H,26,"3 ,H ,26",Younger white-collar couples with mortgages,--,--,--,--,--,0,0
14233,1,ElecOnly,1,B,6,"1 ,B ,6",Farming communities,UKM2701,00RB,UKM,_P,--,1,0
14234,1,Dual,3,H,29,"3 ,H ,29",Mature families in suburban semis,UKJ3310,24UL,UKJ,_H,SO,1,0
14236,1,Dual,1,C,11,"1 ,C ,11","Well-off managers, detached houses",--,--,UKF,_B,EM,0,0
14237,1,ElecOnly,5,N,47,"5 ,N ,47","Low income families, terraced estates",--,--,--,--,--,0,0
14238,1,ElecOnly,3,I,33,"3 ,I ,33","Middle income, older couples",UKG2402,41UC,UKG,_B,--,0,0
14239,1,Dual,3,H,27,"3 ,H ,27","Middle income, home owning areas",UKJ2308,43UJ,UKJ,_H,SO,0,0
14241,1,Dual,3,G,25,"3 ,G ,25","White-collar singles/sharers, terraces",UKG3100,00CN,UKG,_E,WM,0,0
14242,1,ElecOnly,3,H,28,"3 ,H ,28",Working families with mortgages,--,--,UKG,--,--,0,0
14244,1,Dual,1,A,1,"1 ,A ,1","Wealthy mature professionals, large houses",UKG3200,00CT,UKG,_E,WM,0,0
14246,1,ElecOnly,3,I,33,"3 ,I ,33","Middle income, older couples",--,--,UKM,_P,--,1,0
14247,1,ElecOnly,1,A,4,"1 ,A ,4","Well-off managers, larger houses",UKJ3302,24UC,UKJ,_H,--,0,0
14248,1,ElecOnly,3,H,28,"3 ,H ,28",Working families with mortgages,--,--,UKJ,_J,SE,0,0
14249,1,Dual,1,C,11,"1 ,C ,11","Well-off managers, detached houses",UKM2701,00RB,UKM,_P,SC,0,0
14250,2,Dual,5,O,51,"5 ,O ,51","Single parents and pensioners, council terraces",--,--,UKG,_E,WM,0,0
14251,2,Dual,5,N,46,"5 ,N ,46","Low income, routine jobs, terraces and flats",UKF1400,00FY,UKF,_B,EM,0,0
14252,1,Dual,1,C,9,"1 ,C ,9","Older families, prosperous suburbs",UKJ2310,43UL,UKJ,_H,SE,1,1
14253,2,Dual,3,H,29,"3 ,H ,29",Mature families in suburban semis,UKF2100,00FN,UKF,_B,EM,0,0
14254,1,Dual,3,I,34,"3 ,I ,34","Lower incomes, older people, semis",--,--,UKG,_E,WM,0,0
14255,1,ElecOnly,1,A,1,"1 ,A ,1","Wealthy mature professionals, large houses",UKM2701,00RB,UKM,_P,--,1,0
14256,1,Dual,1,C,10,"1 ,C ,10",Well-off working families with mortgages,--,--,--,--,--,0,0
14257,1,Dual,5,N,44,"5 ,N ,44","Low income larger families, semis",UKG3402,00CS,UKG,_E,WM,0,0
14258,1,Dual,3,H,26,"3 ,H ,26",Younger white-collar couples with mortgages,UKJ2310,43UL,UKJ,_H,SO,1,1
14259,2,ElecOnly,1,C,11,"1 ,C ,11","Well-off managers, detached houses",--,--,UKF,_B,--,0,0
14260,1,ElecOnly,3,I,34,"3 ,I ,34","Lower incomes, older people, semis",UKM2701,00RB,UKM,_P,--,0,0
14261,1,ElecOnly,1,A,3,"1 ,A ,3",Villages with wealthy commuters,UKM2701,00RB,UKM,_P,--,0,0
14262,2,Dual,3,H,28,"3 ,H ,28",Working families with mortgages,UKF2305,34UF,UKF,_B,EM,0,0
14263,1,Dual,1,C,11,"1 ,C ,11","Well-off managers, detached houses",--,--,UKG,_E,WM,0,0
14264,1,ElecOnly,1,C,10,"1 ,C ,10",Well-off working families with mortgages,UKM3800,00RF,UKM,_N,SC,0,0
14265,1,ElecOnly,3,I,33,"3 ,I ,33","Middle income, older couples",UKJ4203,29UD,UKJ,--,--,0,0
14266,1,ElecOnly,1,C,11,"1 ,C ,11","Well-off managers, detached houses",UKJ3301,24UB,UKJ,_H,--,1,0
14267,1,ElecOnly,3,H,27,"3 ,H ,27","Middle income, home owning areas",--,--,UKJ,_J,SE,0,0
14268,1,Dual,4,M,41,"4 ,M ,41","Skilled workers, semis and terraces",UKG3300,00CQ,UKG,_B,WM,0,0
14269,1,ElecOnly,3,G,25,"3 ,G ,25","White-collar singles/sharers, terraces",--,--,UKJ,_J,SE,1,0
14271,1,ElecOnly,1,B,5,"1 ,B ,5",Older affluent professionals,UKJ3301,24UB,UKJ,_H,--,0,0
14272,2,Dual,1,B,5,"1 ,B ,5",Older affluent professionals,--,--,UKG,_B,WM,0,0
14273,1,ElecOnly,4,L,39,"4 ,L ,39","Skilled older families, terraces",UKF2304,34UE,UKF,_B,--,0,0
14274,1,Dual,1,A,3,"1 ,A ,3",Villages with wealthy commuters,UKM2102,00QJ,UKM,_P,SC,1,1
14275,1,ElecOnly,5,N,46,"5 ,N ,46","Low income, routine jobs, terraces and flats",UKM3800,00RF,UKM,_N,SC,0,0
14276,1,Dual,1,A,2,"1 ,A ,2",Wealthy working families with mortgages,UKG2403,41UD,UKG,_E,--,0,0
14277,1,Dual,3,G,24,"3 ,G ,24","Young couples, flats and terraces",--,--,UKF,_B,EM,0,0
14278,1,ElecOnly,1,B,8,"1 ,B ,8","Mature couples, smaller detached homes",UKF2204,31UE,UKF,_B,--,0,0
14279,1,ElecOnly,1,C,10,"1 ,C ,10",Well-off working families with mortgages,UKF1501,37UB,UKF,_B,--,0,0
14280,1,Dual,2,D,14,"2 ,D ,14",Older professionals in suburban houses and apartments,--,--,--,--,--,0,0
14281,1,ElecOnly,2,F,21,"2 ,F ,21","Singles and sharers, multi-ethnic areas",UKI2202,00AH,UKI,_J,SE,1,0
14284,1,Dual,1,B,5,"1 ,B ,5",Older affluent professionals,UKM2101,00QC,UKM,_P,SC,1,1
14285,2,ElecOnly,1,A,4,"1 ,A ,4","Well-off managers, larger houses",UKF2304,34UE,UKF,_B,--,0,0
14286,1,ElecOnly,3,G,25,"3 ,G ,25","White-collar singles/sharers, terraces",UKI2201,00AF,UKI,_C,SE,1,0
14287,1,Dual,3,H,26,"3 ,H ,26",Younger white-collar couples with mortgages,UKM2701,00RB,UKM,_P,SC,1,1
14288,1,Dual,3,H,28,"3 ,H ,28",Working families with mortgages,UKM2701,00RB,UKM,_P,SC,0,0
14289,1,Dual,1,C,10,"1 ,C ,10",Well-off working families with mortgages,--,--,UKF,_B,EM,0,0
14290,1,Dual,4,L,40,"4 ,L ,40",Young working families,--,--,UKG,_B,WM,0,0
14291,2,Dual,1,A,4,"1 ,A ,4","Well-off managers, larger houses",--,--,--,--,--,0,0
14292,1,Dual,2,E,17,"2 ,E ,17","Young educated workers, flats",UKM2102,00QJ,UKM,_P,SC,1,1
14293,1,Dual,1,B,5,"1 ,B ,5",Older affluent professionals,UKJ2303,43UD,UKJ,_H,SO,1,1
14294,1,ElecOnly,5,N,48,"5 ,N ,48","Families and single parents, semis and terraces",UKL1605,00PL,UKL,_K,--,1,0
14295,1,ElecOnly,5,Q,56,"5 ,Q ,56",Multi-ethnic crowded flats,--,--,UKI,_C,NT,0,0
14297,1,Dual,1,B,7,"1 ,B ,7","Old people, detached homes",UKF1504,37UG,UKF,_B,EM,0,0
14298,1,ElecOnly,5,N,45,"5 ,N ,45","Low income, older people, smaller semis",UKM3800,00RF,UKM,_N,SC,0,0
14299,1,Dual,1,C,9,"1 ,C ,9","Older families, prosperous suburbs",--,--,UKG,_B,WM,0,0
14300,1,ElecOnly,3,I,34,"3 ,I ,34","Lower incomes, older people, semis",UKF1502,37UC,UKF,_B,--,0,0
14301,1,ElecOnly,1,B,7,"1 ,B ,7","Old people, detached homes",UKJ3302,24UC,UKJ,_H,--,1,0
14302,1,ElecOnly,1,B,5,"1 ,B ,5",Older affluent professionals,UKG2402,41UC,UKG,_B,--,0,0
14303,1,Dual,4,M,41,"4 ,M ,41","Skilled workers, semis and terraces",UKF2301,34UB,UKF,_B,EM,0,0
14304,1,ElecOnly,3,H,28,"3 ,H ,28",Working families with mortgages,UKJ3301,24UB,UKJ,_H,--,0,0
14305,2,ElecOnly,1,B,8,"1 ,B ,8","Mature couples, smaller detached homes",UKF1301,17UB,UKF,_B,--,0,0
14306,1,Dual,4,M,42,"4 ,M ,42","Home owning families, terraces",UKJ3301,24UB,UKJ,_H,SO,1,1
14307,2,Dual,3,G,25,"3 ,G ,25","White-collar singles/sharers, terraces",--,--,UKG,_E,WM,0,0
14308,2,ElecOnly,5,N,44,"5 ,N ,44","Low income larger families, semis",--,--,UKF,_B,--,0,0
14309,1,Dual,1,B,8,"1 ,B ,8","Mature couples, smaller detached homes",UKM2701,00RB,UKM,_P,SC,1,1
14310,1,Dual,5,N,45,"5 ,N ,45","Low income, older people, smaller semis",UKM2102,00QJ,UKM,_P,SC,0,1
14311,1,ElecOnly,5,O,50,"5 ,O ,50","Single elderly people, council flats",--,--,--,--,--,1,0
14312,1,ElecOnly,3,G,25,"3 ,G ,25","White-collar singles/sharers, terraces",UKI2202,00AH,UKI,_J,--,0,0
14314,1,ElecOnly,5,N,47,"5 ,N ,47","Low income families, terraced estates",--,--,UKJ,_J,SE,0,0
14315,1,ElecOnly,1,C,10,"1 ,C ,10",Well-off working families with mortgages,--,--,UKJ,_H,--,0,0
14316,1,Dual,5,N,47,"5 ,N ,47","Low income families, terraced estates",--,--,UKF,_B,EM,0,0
14318,1,Dual,4,M,41,"4 ,M ,41","Skilled workers, semis and terraces",UKG2408,41UK,UKG,_B,WM,0,0
14320,2,Dual,4,M,43,"4 ,M ,43","Older people, rented terraces",--,--,UKG,_E,WM,0,0
14321,1,Dual,3,G,25,"3 ,G ,25","White-collar singles/sharers, terraces",UKG3402,00CS,UKG,_E,WM,0,0
14322,1,ElecOnly,4,M,41,"4 ,M ,41","Skilled workers, semis and terraces",UKF1201,17UC,UKF,_B,--,0,0
14323,1,ElecOnly,4,L,39,"4 ,L ,39","Skilled older families, terraces",UKJ4205,29UG,UKJ,_J,SE,0,0
14324,1,ElecOnly,3,G,25,"3 ,G ,25","White-collar singles/sharers, terraces",--,--,UKJ,_H,--,1,0
14325,1,Dual,2,E,19,"2 ,E ,19",Suburban privately renting professionals,UKM2102,00QJ,UKM,_P,SC,1,1
14326,1,Dual,3,G,25,"3 ,G ,25","White-collar singles/sharers, terraces",--,--,UKJ,_J,SE,0,0
14327,1,ElecOnly,1,A,4,"1 ,A ,4","Well-off managers, larger houses",UKI2201,00AF,UKI,_J,SE,1,0
14328,1,Dual,5,N,45,"5 ,N ,45","Low income, older people, smaller semis",UKM2701,00RB,UKM,_P,SC,0,1
14329,1,ElecOnly,1,A,4,"1 ,A ,4","Well-off managers, larger houses",UKJ3302,24UC,UKJ,_H,--,1,0
14330,2,Dual,1,A,1,"1 ,A ,1","Wealthy mature professionals, large houses",--,--,UKF,_B,EM,0,0
14331,1,Dual,2,E,19,"2 ,E ,19",Suburban privately renting professionals,UKM3800,00RF,UKM,_N,SC,0,0
14333,1,Dual,1,B,7,"1 ,B ,7","Old people, detached homes",UKJ2303,43UD,UKJ,--,--,1,1
14334,1,Dual,3,I,33,"3 ,I ,33","Middle income, older couples",UKG3501,00CU,UKG,_E,WM,0,0
14335,2,Dual,1,C,11,"1 ,C ,11","Well-off managers, detached houses",UKF3004,32UE,UKF,_B,EM,0,0
14340,2,Dual,5,N,48,"5 ,N ,48","Families and single parents, semis and terraces",UKF2100,00FN,UKF,_B,EM,0,0
14341,2,ElecOnly,2,D,14,"2 ,D ,14",Older professionals in suburban houses and apartments,--,--,UKF,_B,--,0,0
14342,1,Dual,1,B,8,"1 ,B ,8","Mature couples, smaller detached homes",UKF1100,00FK,UKF,_B,EM,0,0
14343,1,Dual,3,I,34,"3 ,I ,34","Lower incomes, older people, semis",UKM3800,00RF,UKM,_N,SC,1,1
14344,1,ElecOnly,5,N,44,"5 ,N ,44","Low income larger families, semis",UKJ3302,24UC,UKJ,_H,--,1,0
14345,1,ElecOnly,4,M,43,"4 ,M ,43","Older people, rented terraces",--,--,UKF,_B,--,0,0
14346,2,ElecOnly,3,I,34,"3 ,I ,34","Lower incomes, older people, semis",--,--,UKF,_B,--,0,0
14347,1,ElecOnly,1,B,5,"1 ,B ,5",Older affluent professionals,UKJ3302,24UC,UKJ,_H,--,1,0
14349,1,ElecOnly,2,D,14,"2 ,D ,14",Older professionals in suburban houses and apartments,--,--,UKL,_K,--,0,0
14350,1,Dual,1,A,3,"1 ,A ,3",Villages with wealthy commuters,--,--,UKJ,--,--,0,0
14351,1,ElecOnly,3,H,29,"3 ,H ,29",Mature families in suburban semis,--,--,UKF,_B,--,0,0
14352,1,Dual,1,A,4,"1 ,A ,4","Well-off managers, larger houses",UKF1100,00FK,UKF,_B,EM,0,0
14353,1,Dual,1,B,8,"1 ,B ,8","Mature couples, smaller detached homes",UKF3004,32UE,UKF,_B,EM,0,0
14354,1,Dual,4,L,39,"4 ,L ,39","Skilled older families, terraces",UKJ3306,24UG,UKJ,_H,SO,1,1
14355,1,ElecOnly,1,B,6,"1 ,B ,6",Farming communities,UKM2701,00RB,UKM,_P,--,1,0
14356,2,Dual,1,C,10,"1 ,C ,10",Well-off working families with mortgages,UKF2305,34UF,UKF,_B,EM,0,0
14357,1,Dual,4,M,41,"4 ,M ,41","Skilled workers, semis and terraces",UKG3402,00CS,UKG,_E,WM,0,0
14358,1,Dual,5,O,51,"5 ,O ,51","Single parents and pensioners, council terraces",UKL2104,00PR,UKL,_K,WS,1,1
14359,2,Dual,3,H,28,"3 ,H ,28",Working families with mortgages,UKG2402,41UC,UKG,_B,EM,0,0
14360,2,Dual,2,F,22,"2 ,F ,22","Low income singles, small rented flats",--,--,UKF,_B,--,0,0
14361,2,Dual,3,I,32,"3 ,I ,32",Retired home owners,--,--,UKF,_B,EM,0,0
14362,2,Dual,1,A,4,"1 ,A ,4","Well-off managers, larger houses",UKF1400,00FY,UKF,_B,EM,0,0
14363,1,Dual,5,N,45,"5 ,N ,45","Low income, older people, smaller semis",UKF1202,17UD,UKF,_B,EM,0,0
14364,1,Dual,1,A,3,"1 ,A ,3",Villages with wealthy commuters,UKJ3301,24UB,UKJ,_H,SO,1,1
14365,1,Dual,3,H,28,"3 ,H ,28",Working families with mortgages,UKM2101,00QC,UKM,_P,SC,1,1
14366,2,Dual,3,I,32,"3 ,I ,32",Retired home owners,--,--,UKF,_B,EM,0,0
14367,1,ElecOnly,3,H,29,"3 ,H ,29",Mature families in suburban semis,UKI2102,00AD,UKI,_C,SE,0,0
14368,2,Dual,1,C,10,"1 ,C ,10",Well-off working families with mortgages,UKF1602,37UE,UKF,_B,EM,0,0
14369,2,Dual,1,A,2,"1 ,A ,2",Wealthy working families with mortgages,UKF2305,34UF,UKF,_B,EM,0,0
14370,1,Dual,1,C,9,"1 ,C ,9","Older families, prosperous suburbs",UKM3800,00RF,UKM,_N,SC,0,0
14371,1,ElecOnly,1,A,1,"1 ,A ,1","Wealthy mature professionals, large houses",UKI2201,00AF,UKI,_C,SE,0,0
14372,1,ElecOnly,3,I,33,"3 ,I ,33","Middle income, older couples",UKF2202,31UC,UKF,_B,--,0,0
14373,1,Dual,5,P,53,"5 ,P ,53","Old people, many high-rise flats",--,--,UKF,_B,EM,0,0
14374,2,Dual,1,C,10,"1 ,C ,10",Well-off working families with mortgages,UKF1504,37UG,UKF,_B,EM,0,0
14375,1,Dual,1,B,8,"1 ,B ,8","Mature couples, smaller detached homes",--,--,UKF,_B,EM,0,0
14376,1,ElecOnly,3,H,28,"3 ,H ,28",Working families with mortgages,UKF2206,31UH,UKF,_B,--,0,0
14377,1,Dual,1,C,12,"1 ,C ,12",Large families and houses in rural areas,--,--,--,--,--,0,0
14378,2,ElecOnly,4,M,41,"4 ,M ,41","Skilled workers, semis and terraces",--,--,UKG,_B,--,0,0
14379,1,ElecOnly,1,A,3,"1 ,A ,3",Villages with wealthy commuters,UKM2101,00QC,UKM,_P,--,1,0
